Name,Condition,Price,Location,Car_code,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Mercedes Benz E class E300 AMG - 2021, Xe cũ,2 Tỷ 99 Triệu,Hà Nội,Mã: 5285251,2021.0,Xe đã dùng,"48,270 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Picanto 1.25 AT - 2013, Xe cũ,225 Triệu,TP HCM,Mã: 5445699,2013.0,Xe đã dùng,"102,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
LandRover Range Rover HSE 3.0 - 2018, Xe cũ,5 Tỷ 399 Triệu,Hà Nội,Mã: 5341672,2018.0,Xe đã dùng,"37,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Bentley Flying Spur Speed - 2009, Xe cũ,2 Tỷ 500 Triệu,Hà Nội,Mã: 5141858,2009.0,Xe đã dùng,"67,578 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Audi A7 3.0 TFSI - 2011, Xe cũ,777 Triệu,TP HCM,Mã: 5141001,2011.0,Xe đã dùng,"55,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 599 Triệu,Hà Nội,Mã: 5395942,2021.0,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Porsche Macan 2.0 - 2020, Xe cũ,2 Tỷ 890 Triệu,TP HCM,Mã: 5398478,2020.0,Xe đã dùng,"24,000 Km",Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Kia Morning Luxury - 2019, Xe cũ,310 Triệu,TP HCM,Mã: 5444830,2019.0,Xe đã dùng,"12,246 Km",Lắp ráp trong nước,Hatchback,Xăng,Bạc,5 chỗ,5 cửa
Toyota Innova 2.0E - 2017, Xe cũ,450 Triệu,Hà Nội,Mã: 5444947,2017.0,Xe đã dùng,"120,000 Km",Lắp ráp trong nước,Crossover,Xăng,Bạc,8 chỗ,5 cửa
LandRover Range Rover HSE 3.0 V6 - 2019, Xe cũ,5 Tỷ 299 Triệu,Hà Nội,Mã: 5193069,2019.0,Xe đã dùng,"37,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mitsubishi Xpander 1.5 AT - 2019, Xe cũ,450 Triệu,TP HCM,Mã: 5445163,2019.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mercedes Benz C class C180 AMG - 2022, Xe cũ,1 Tỷ 58 Triệu,TP HCM,Mã: 5441673,2022.0,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Suzuki Carry Pro - 2018, Xe cũ,220 Triệu,TP HCM,Mã: 5444677,2018.0,Xe đã dùng,0 Km,Nhập khẩu,Truck,Xăng,Trắng,2 chỗ,2 cửa
Mazda BT50 2.2L 4x4 MT - 2015, Xe cũ,290 Triệu,TP HCM,Mã: 5444686,2015.0,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Daewoo Matiz SE 0.8 MT - 2004, Xe cũ,45 Triệu,TP HCM,Mã: 5444662,2004.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Hatchback,Xăng,Vàng,5 chỗ,5 cửa
Toyota Innova 2.0E - 2020, Xe cũ,528 Triệu,Hà Nội,Mã: 5405522,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Xăng,Ghi,8 chỗ,5 cửa
LandRover Range Rover Autobiography 5.0 - 2015, Xe cũ,3 Tỷ 190 Triệu,Hà Nội,Mã: 5444301,2015.0,Xe đã dùng,"86,000 Km",Nhập khẩu,SUV,Xăng,Đen,4 chỗ,5 cửa
Kia Morning Luxury - 2019, Xe cũ,275 Triệu,TP HCM,Mã: 5444478,2019.0,Xe đã dùng,"52,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 695 Triệu,Hà Nội,Mã: 5444431,2020.0,Xe đã dùng,"37,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Hyundai Tucson 2.0 AT CRDi Đặc biệt - 2021, Xe cũ,790 Triệu,Hà Nội,Mã: 5439787,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Dầu,Đen,5 chỗ,5 cửa
Mercedes Benz C class C180 AMG - 2021, Xe cũ,958 Triệu,TP HCM,Mã: 5425836,2021.0,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz C class C300 AMG - 2019, Xe cũ,1 Tỷ 90 Triệu,Hà Nội,Mã: 5444434,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz C class C200 Exclusive - 2019, Xe cũ,1 Tỷ 85 Triệu,Hà Nội,Mã: 5444430,2019.0,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mazda 3 S 1.6 AT - 2014, Xe cũ,315 Triệu,Hà Nội,Mã: 5151798,2014.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Toyota Corolla altis 1.8G MT - 2015, Xe cũ,368 Triệu,Hà Nội,Mã: 5441759,2015.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
BMW 3 Series 320i - 2018, Xe cũ,799 Triệu,Hà Nội,Mã: 5443442,2018.0,Xe đã dùng,"130,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus ES 350 - 2007, Xe cũ,480 Triệu,TP HCM,Mã: 5443834,2007.0,Xe đã dùng,"96,000 Km",Nhập khẩu,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Chevrolet Cruze LS 1.6 MT - 2014, Xe cũ,225 Triệu,Hà Nội,Mã: 5443358,2014.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz Vito Tourer 116 CDI - 2015, Xe cũ,798 Triệu,Hà Nội,Mã: 5443320,2015.0,Xe đã dùng,"96,000 Km",Nhập khẩu,Van/Minivan,Dầu,Đen,8 chỗ,4 cửa
BMW 6 Series 640i Gran Coupe - 2015, Xe cũ,1 Tỷ 750 Triệu,TP HCM,Mã: 5135859,2015.0,Xe đã dùng,"37,000 Km",Nhập khẩu,Sedan,Xăng,Nâu,5 chỗ,4 cửa
Toyota Innova 2.0 Venturer - 2019, Xe cũ,615 Triệu,TP HCM,Mã: 5443906,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Trắng,8 chỗ,5 cửa
Lexus RX 350 AWD - 2007, Xe cũ,450 Triệu,Hà Nội,Mã: 5394890,2007.0,Xe đã dùng,"100,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2022, Xe cũ,1 Tỷ 470 Triệu,TP HCM,Mã: 5344241,2022.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Mercedes Benz CLA class CLA 200 - 2015, Xe cũ,495 Triệu,TP HCM,Mã: 5442505,2015.0,Xe đã dùng,"71,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
BMW X5 3.0si - 2007, Xe cũ,315 Triệu,TP HCM,Mã: 5443570,2007.0,Xe đã dùng,"100,100 Km",Nhập khẩu,SUV,Xăng,Xanh,7 chỗ,5 cửa
Audi A4 2.0 TFSI - 2017, Xe cũ,739 Triệu,TP HCM,Mã: 5442641,2017.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz C class C300 AMG - 2023, Xe cũ,1 Tỷ 838 Triệu,TP HCM,Mã: 5147087,2023.0,Xe đã dùng,180 Km,Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Mitsubishi Triton 4x4 AT - 2015, Xe cũ,445 Triệu,Hà Nội,Mã: 5442444,2015.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Mercedes Benz C class C300 AMG - 2022, Xe cũ,1 Tỷ 838 Triệu,TP HCM,Mã: 5408775,2022.0,Xe đã dùng,"15,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Honda CRV 2.4 AT - 2015, Xe cũ,560 Triệu,Hà Nội,Mã: 5393542,2015.0,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,SUV,Xăng,Nâu,5 chỗ,5 cửa
Ford Ranger XLS 2.2L 4x2 AT - 2021, Xe cũ,570 Triệu,Hà Nội,Mã: 5442683,2021.0,Xe đã dùng,"27,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đen,5 chỗ,4 cửa
Mitsubishi Xpander Cross 1.5 AT - 2021, Xe cũ,575 Triệu,Hà Nội,Mã: 5412791,2021.0,Xe đã dùng,"25,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
BMW 6 Series 640i Gran Coupe - 2017, Xe cũ,1 Tỷ 999 Triệu,TP HCM,Mã: 5135858,2017.0,Xe đã dùng,"65,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Morning Van 1.0 AT - 2015, Xe cũ,215 Triệu,Hà Nội,Mã: 5442899,2015.0,Xe đã dùng,0 Km,Nhập khẩu,Van/Minivan,Xăng,Kem,2 chỗ,5 cửa
Toyota Innova 2.0E - 2017, Xe cũ,435 Triệu,Hà Nội,Mã: 5442224,2017.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Crossover,Xăng,Bạc,8 chỗ,5 cửa
Ford Everest 2.6L 4x2 MT - 2006, Xe cũ,120 Triệu,Hà Nội,Mã: 5440959,2006.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng,Ghi,7 chỗ,5 cửa
Baic BJ40 L 2.3 AT - 2019, Xe cũ,700 Triệu,TP HCM,Mã: 5443218,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Kia Cerato 1.6 AT - 2010, Xe cũ,268 Triệu,Hà Nội,Mã: 5440369,2010.0,Xe đã dùng,"120,000 Km",Nhập khẩu,Sedan,Xăng,Xám,5 chỗ,4 cửa
Lexus LX 570 - 2010, Xe cũ,1 Tỷ 730 Triệu,Hà Nội,Mã: 5429484,2010.0,Xe đã dùng,"90,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Cadillac Escalade Premium Luxury ESV AWD - 2022, Xe cũ,11 Tỷ 700 Triệu,TP HCM,Mã: 5133067,2022.0,Xe đã dùng,"6,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Camry 2.5Q - 2023, Xe cũ,1 Tỷ 380 Triệu,Hà Nội,Mã: 5441444,2023.0,Xe đã dùng,"5,500 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Volkswagen Touareg 3.6 AT - 2013, Xe cũ,620 Triệu,Hà Nội,Mã: 5310947,2013.0,Xe đã dùng,"111,888 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Veloz Cross 1.5 CVT - 2022, Xe cũ,610 Triệu,TP HCM,Mã: 5393328,2022.0,Xe đã dùng,"59,000 Km",Nhập khẩu,SUV,Xăng,Bạc,7 chỗ,5 cửa
Mazda CX5 2.0 AT - 2019, Xe cũ,680 Triệu,Hà Nội,Mã: 5438384,2019.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2020, Xe cũ,1 Tỷ 299 Triệu,TP HCM,Mã: 5441911,2020.0,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Toyota Innova 2.0E - 2017, Xe cũ,400 Triệu,TP HCM,Mã: 5441646,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Ghi,8 chỗ,5 cửa
Porsche Panamera 4 - 2022, Xe cũ,5 Tỷ 450 Triệu,Hà Nội,Mã: 5133437,2022.0,Xe đã dùng,"25,600 Km",Nhập khẩu,Sedan,Xăng,Trắng,4 chỗ,4 cửa
Hyundai Tucson 2.0 AT CRDi - 2020, Xe cũ,776 Triệu,Hà Nội,Mã: 5428446,2020.0,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Crossover,Dầu,Trắng,5 chỗ,5 cửa
Daewoo Lacetti CDX 1.6 AT - 2010, Xe cũ,195 Triệu,Hà Nội,Mã: 5376942,2010.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mazda 3 1.5L Luxury - 2020, Xe cũ,572 Triệu,Hà Nội,Mã: 5440045,2020.0,Xe đã dùng,"5,600 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Audi Q5 2.0 AT - 2013, Xe cũ,558 Triệu,Hà Nội,Mã: 5441117,2013.0,Xe đã dùng,"96,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Cadillac Escalade Premium Luxury ESV - 2022, Xe cũ,11 Tỷ 700 Triệu,Hà Nội,Mã: 5133136,2022.0,Xe đã dùng,"6,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Tucson 2.0 ATH - 2020, Xe cũ,725 Triệu,Hà Nội,Mã: 5440058,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Trắng,5 chỗ,5 cửa
Toyota Fortuner 2.7L 4x2 AT - 2022, Xe cũ,1 Tỷ 35 Triệu,Hà Nội,Mã: 5411592,2022.0,Xe đã dùng,"22,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Mitsubishi Pajero Sport D 4x2 MT - 2017, Xe cũ,479 Triệu,Hà Nội,Mã: 5440546,2017.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,SUV,Dầu,Đen,7 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2022, Xe cũ,995 Triệu,TP HCM,Mã: 5432861,2022.0,Xe đã dùng,"35,282 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5 chỗ,4 cửa
Toyota Hilux 2.4E 4x2 AT - 2019, Xe cũ,610 Triệu,Hà Nội,Mã: 5428874,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Đỏ,5 chỗ,4 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2021, Xe cũ,950 Triệu,TP HCM,Mã: 5440756,2021.0,Xe đã dùng,"16,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mitsubishi Xpander 1.5 AT Đặc biệt - 2021, Xe cũ,529 Triệu,Hà Nội,Mã: 5440647,2021.0,Xe đã dùng,"48,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Lexus ES 250 - 2022, Xe cũ,2 Tỷ 250 Triệu,Hà Nội,Mã: 5132053,2022.0,Xe đã dùng,"20,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus ES 250 - 2018, Xe cũ,1 Tỷ 360 Triệu,Hà Nội,Mã: 5133433,2018.0,Xe đã dùng,"60,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Ford Territory Titanium X 1.5 AT - 2023, Xe cũ,880 Triệu,Hà Nội,Mã: 5440153,2023.0,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Corolla altis 2.0V - 2016, Xe cũ,480 Triệu,Hà Nội,Mã: 5440777,2016.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Toyota Raize G 1.0 CVT - 2021, Xe cũ,505 Triệu,Hà Nội,Mã: 5402808,2021.0,Xe đã dùng,"9,500 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2023, Xe cũ,2 Tỷ 779 Triệu,TP HCM,Mã: 5440914,2023.0,Xe đã dùng,"3,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
BMW Z4 sDrive30i M Sport - 2021, Xe cũ,2 Tỷ 559 Triệu,Hà Nội,Mã: 5438070,2021.0,Xe đã dùng,"7,999 Km",Nhập khẩu,Convertible/Cabriolet,Xăng,Trắng,2 chỗ,2 cửa
Kia Cerato 2.0 AT Premium - 2020, Xe cũ,495 Triệu,Hà Nội,Mã: 5398244,2020.0,Xe đã dùng,"34,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mazda CX5 Luxury 2.0 AT - 2021, Xe cũ,750 Triệu,Hà Nội,Mã: 5434840,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Camry 2.5Q - 2019, Xe cũ,890 Triệu,Hà Nội,Mã: 5414081,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mercedes Benz C class C200 Avantgarde Plus - 2021, Xe cũ,1 Tỷ 520 Triệu,TP HCM,Mã: 5239866,2021.0,Xe đã dùng,"9,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Kia Carens 1.5G Luxury - 2023, Xe cũ,675 Triệu,Hà Nội,Mã: 5435511,2023.0,Xe đã dùng,"2,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mercedes Benz E class E250 - 2018, Xe cũ,1 Tỷ 229 Triệu,TP HCM,Mã: 5393656,2018.0,Xe đã dùng,"31,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Cerato 2.0 AT Premium - 2021, Xe cũ,545 Triệu,Hà Nội,Mã: 5427009,2021.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mercedes Benz C class C300 AMG - 2021, Xe cũ,1 Tỷ 770 Triệu,Hà Nội,Mã: 5405547,2021.0,Xe đã dùng,"12,000 Km",Nhập khẩu,Sedan,Xăng,Xám,5 chỗ,4 cửa
VinFast Fadil 1.4 AT - 2019, Xe cũ,295 Triệu,Hà Nội,Mã: 5434839,2019.0,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
Kia Soluto 1.4 AT Deluxe - 2020, Xe cũ,355 Triệu,Hà Nội,Mã: 5329876,2020.0,Xe đã dùng,"3,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 789 Triệu,Hà Nội,Mã: 5121519,2020.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mercedes Benz GLC 200 - 2022, Xe cũ,1 Tỷ 639 Triệu,Hà Nội,Mã: 4933901,2022.0,Xe đã dùng,35 Km,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Chevrolet Trailblazer LT 2.5L VGT 4x2 AT - 2018, Xe cũ,539 Triệu,Hà Nội,Mã: 5430599,2018.0,Xe đã dùng,"68,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 150 Triệu,Hà Nội,Mã: 5431442,2022.0,Xe đã dùng,25 Km,Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Mercedes Benz GLK Class GLK250 AMG 4Matic - 2014, Xe cũ,668 Triệu,Hà Nội,Mã: 5391057,2014.0,Xe đã dùng,"89,000 Km",Lắp ráp trong nước,SUV,Xăng,Đồng,5 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2022, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,Mã: 5378233,2022.0,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Ford Everest Ambiente 2.0 4x2 AT - 2018, Xe cũ,775 Triệu,TP HCM,Mã: 5429860,2018.0,Xe đã dùng,"26,268 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mazda CX5 Luxury 2.0 AT - 2022, Xe cũ,785 Triệu,Hà Nội,Mã: 5417792,2022.0,Xe đã dùng,"22,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz E class E200 Exclusive - 2022, Xe cũ,2 Tỷ 150 Triệu,Hà Nội,Mã: 5431430,2022.0,Xe đã dùng,"2,500 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Lexus GX 460 - 2010, Xe cũ,1 Tỷ 288 Triệu,Hà Nội,Mã: 5312553,2010.0,Xe đã dùng,"80,450 Km",Nhập khẩu,SUV,Xăng,Cát,7 chỗ,5 cửa
Toyota Vios 1.5E MT - 2020, Xe cũ,379 Triệu,Hà Nội,Mã: 5432203,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Vàng,5 chỗ,4 cửa
Porsche Macan 2.0 - 2021, Xe cũ,2 Tỷ 999 Triệu,Hà Nội,Mã: 5433555,2021.0,Xe đã dùng,"24,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz C class C300 AMG - 2022, Xe cũ,1 Tỷ 868 Triệu,TP HCM,Mã: 5411439,2022.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
VinFast Fadil Nâng cao 1.4 AT - 2022, Xe cũ,348 Triệu,Hà Nội,Mã: 5368593,2022.0,Xe đã dùng,"15,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
Nissan X trail 2.5 SV 4WD - 2016, Xe cũ,535 Triệu,Hà Nội,Mã: 5433755,2016.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mitsubishi Xpander Premium 1.5 AT - 2022, Xe cũ,626 Triệu,Hà Nội,Mã: 5125086,2022.0,Xe đã dùng,"18,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Everest Titanium Plus 2.0L 4x4 AT - 2023, Xe cũ,1 Tỷ 325 Triệu,TP HCM,Mã: 5433800,2023.0,Xe đã dùng,"34,262 Km",Nhập khẩu,SUV,Dầu,Nâu,7 chỗ,5 cửa
Ford Transit Van 2.4L - 2009, Xe cũ,205 Triệu,Hà Nội,Mã: 5121747,2009.0,Xe đã dùng,"222,300 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Trắng,3 chỗ,4 cửa
Kia Cerato 1.6 AT - 2017, Xe cũ,400 Triệu,Hà Nội,Mã: 5416747,2017.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Vios 1.5G - 2019, Xe cũ,460 Triệu,Hà Nội,Mã: 5427170,2019.0,Xe đã dùng,"17,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Innova 2.0E - 2019, Xe cũ,520 Triệu,TP HCM,Mã: 5426046,2019.0,Xe đã dùng,"93,598 Km",Lắp ráp trong nước,Crossover,Xăng,Đồng,8 chỗ,5 cửa
Toyota Prado GX 2.7 AT - 2007, Xe cũ,370 Triệu,Hà Nội,Mã: 5429225,2007.0,Xe đã dùng,"11,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Kia Cerato 2.0 AT Premium - 2019, Xe cũ,505 Triệu,Hà Nội,Mã: 5416432,2019.0,Xe đã dùng,6 Km,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mazda 3 1.5L Luxury - 2021, Xe cũ,575 Triệu,TP HCM,Mã: 5424848,2021.0,Xe đã dùng,"31,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Porsche Panamera Turbo S - 2021, Xe cũ,12 Tỷ 500 Triệu,TP HCM,Mã: 5430883,2021.0,Xe đã dùng,"1,299 Km",Nhập khẩu,Sedan,Xăng,Xám,4 chỗ,4 cửa
Toyota Corolla altis 1.8G AT - 2017, Xe cũ,490 Triệu,Hà Nội,Mã: 5431035,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2016, Xe cũ,425 Triệu,Hà Nội,Mã: 5416587,2016.0,Xe đã dùng,"52,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2017, Xe cũ,438 Triệu,Hà Nội,Mã: 5425273,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2017, Xe cũ,439 Triệu,Hà Nội,Mã: 5421895,2017.0,Xe đã dùng,6 Km,Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mitsubishi Triton Athlete 4x2 AT Mivec - 2021, Xe cũ,640 Triệu,Hà Nội,Mã: 5426850,2021.0,Xe đã dùng,"38,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Cam,5 chỗ,4 cửa
Hyundai Elantra 2.0 AT - 2019, Xe cũ,498 Triệu,Hà Nội,Mã: 5418405,2019.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
BMW 7 Series 730Li - 2018, Xe cũ,2 Tỷ 399 Triệu,Hà Nội,Mã: 4975423,2018.0,Xe đã dùng,"16,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Nissan Navara VL 2.5 AT 4WD - 2016, Xe cũ,455 Triệu,Hà Nội,Mã: 5115860,2016.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,5 cửa
Toyota Raize G 1.0 CVT - 2023, Xe cũ,539 Triệu,Hà Nội,Mã: 5415992,2023.0,Xe đã dùng,"19,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Mazda CX5 2.0 Luxury - 2020, Xe cũ,690 Triệu,Hà Nội,Mã: 5417578,2020.0,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Xăng,Xanh,5 chỗ,5 cửa
Mercedes Benz E class E250 - 2018, Xe cũ,1 Tỷ 220 Triệu,Hà Nội,Mã: 5413892,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
