Name,Condition,Price,Location,Car_code,Year,Condition,Km,Origin,Style,Manufacture,Color,Seat,Window
Ford F150 Platinum - 2014, Xe cũ,2 Tỷ 190 Triệu,TP HCM,Mã: 5379408,2014.0,Xe đã dùng,"76,000 Km",Nhập khẩu,Bán tải / Pickup,Xăng,Đỏ,5 chỗ,4 cửa
Ford Tourneo Limousine 2.0 AT - 2020, Xe cũ,880 Triệu,TP HCM,Mã: 5423782,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Xăng,Đen,7 chỗ,5 cửa
LandRover Range Rover HSE 3.0 - 2014, Xe cũ,2 Tỷ 800 Triệu,Hà Nội,Mã: 5120059,2014.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Hyundai SantaFe Premium 2.2L HTRAC - 2020, Xe cũ,945 Triệu,Hà Nội,Mã: 5424266,2020.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Dầu,Trắng,7 chỗ,5 cửa
Hyundai Accent 1.4 AT Đặc Biệt - 2021, Xe cũ,455 Triệu,Hà Nội,Mã: 5293161,2021.0,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Sorento GATH - 2018, Xe cũ,630 Triệu,Hà Nội,Mã: 5411176,2018.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mazda CX5 Premium 2.0 AT - 2022, Xe cũ,795 Triệu,Hà Nội,Mã: 5309147,2022.0,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2022, Xe cũ,1 Tỷ 399 Triệu,TP HCM,Mã: 5387625,2022.0,Xe đã dùng,80 Km,Lắp ráp trong nước,Sedan,Xăng,Xanh,5 chỗ,4 cửa
Toyota Camry 2.0Q - 2022, Xe cũ,1 Tỷ 30 Triệu,TP HCM,Mã: 5421193,2022.0,Xe đã dùng,"15,084 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2019, Xe cũ,785 Triệu,Hà Nội,Mã: 5281702,2019.0,Xe đã dùng,"70,100 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Suzuki Ciaz 1.4 AT - 2019, Xe cũ,390 Triệu,Hà Nội,Mã: 5398201,2019.0,Xe đã dùng,"69,000 Km",Nhập khẩu,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Kia Optima 2.0 AT - 2017, Xe cũ,485 Triệu,Hà Nội,Mã: 5353289,2017.0,Xe đã dùng,"61,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mitsubishi Pajero Sport D 4x2 MT - 2017, Xe cũ,479 Triệu,Hà Nội,Mã: 5157377,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Dầu,Trắng,7 chỗ,5 cửa
Hyundai Tucson 2.0 AT - 2014, Xe cũ,440 Triệu,Hà Nội,Mã: 5364096,2014.0,Xe đã dùng,0 Km,Nhập khẩu,Crossover,Xăng,Đen,5 chỗ,5 cửa
Hyundai Space - 2004, Xe cũ,215 Triệu,Hà Nội,Mã: 5113381,2004.0,Xe đã dùng,"50,000 Km",Nhập khẩu,Van/Minivan,Dầu,Tím,46 chỗ,1 cửa
Honda CRV L - 2020, Xe cũ,845 Triệu,Hà Nội,Mã: 5304036,2020.0,Xe đã dùng,"28,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,7 chỗ,5 cửa
Mazda CX5 2.0 AT - 2015, Xe cũ,475 Triệu,Hà Nội,Mã: 5302720,2015.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
VinFast Lux SA 2.0 Premium 2.0 AT - 2019, Xe cũ,770 Triệu,Hà Nội,Mã: 5422920,2019.0,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2022, Xe cũ,995 Triệu,Hà Nội,Mã: 5423126,2022.0,Xe đã dùng,"34,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5 chỗ,4 cửa
Toyota Corolla Cross 1.8V - 2020, Xe cũ,699 Triệu,TP HCM,Mã: 5326385,2020.0,Xe đã dùng,"45,936 Km",Nhập khẩu,SUV,Xăng,Xanh,5 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2018, Xe cũ,835 Triệu,Hà Nội,Mã: 5115499,2018.0,Xe đã dùng,"54,000 Km",Nhập khẩu,SUV,Dầu,Trắng,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 99 Triệu,Hà Nội,Mã: 5140069,2022.0,Xe đã dùng,"12,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Hyundai Accent 1.4 ATH - 2019, Xe cũ,425 Triệu,Hà Nội,Mã: 5349415,2019.0,Xe đã dùng,"23,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Hyundai SantaFe 2.4L 4WD - 2015, Xe cũ,585 Triệu,Hà Nội,Mã: 5337018,2015.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Kia Sorento Signature 2.2 AT AWD - 2021, Xe cũ,985 Triệu,Hà Nội,Mã: 5158594,2021.0,Xe đã dùng,"27,000 Km",Lắp ráp trong nước,SUV,Dầu,Trắng,6 chỗ,5 cửa
Honda CRV L - 2021, Xe cũ,845 Triệu,Hà Nội,Mã: 5304076,2021.0,Xe đã dùng,"33,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Lexus IS 250 AWD - 2007, Xe cũ,539 Triệu,TP HCM,Mã: 5112821,2007.0,Xe đã dùng,"52,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Honda City RS 1.5 AT - 2022, Xe cũ,535 Triệu,Hà Nội,Mã: 5228311,2022.0,Xe đã dùng,"1,800 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Hyundai Tucson 2.0 AT Đặc biệt - 2023, Xe cũ,855 Triệu,Hà Nội,Mã: 5229742,2023.0,Xe đã dùng,"8,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Honda CRV L - 2020, Xe cũ,799 Triệu,TP HCM,Mã: 5413565,2020.0,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Ranger Wildtrak 3.2L 4x4 AT - 2016, Xe cũ,540 Triệu,Hà Nội,Mã: 5403374,2016.0,Xe đã dùng,"130,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Trắng,5 chỗ,4 cửa
Honda HRV L - 2022, Xe cũ,679 Triệu,Hà Nội,Mã: 5394085,2022.0,Xe đã dùng,"9,000 Km",Nhập khẩu,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Honda CRV G - 2020, Xe cũ,799 Triệu,Hà Nội,Mã: 5256643,2020.0,Xe đã dùng,"41,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mazda 3 1.5L Sport Luxury - 2020, Xe cũ,570 Triệu,Hà Nội,Mã: 5421531,2020.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Mazda 3 1.5 AT - 2016, Xe cũ,399 Triệu,Hà Nội,Mã: 5240465,2016.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mazda CX5 2.5 AT 2WD - 2018, Xe cũ,668 Triệu,Hà Nội,Mã: 5420304,2018.0,Xe đã dùng,"58,000 Km",Lắp ráp trong nước,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Lexus RX 350 - 2016, Xe cũ,2 Tỷ 250 Triệu,Hà Nội,Mã: 5300520,2016.0,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2019, Xe cũ,799 Triệu,Hà Nội,Mã: 5154125,2019.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Toyota Vios 1.5G - 2008, Xe cũ,246 Triệu,Hà Nội,Mã: 5114685,2008.0,Xe đã dùng,"150,000 Km",Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Honda City RS 1.5 AT - 2023, Xe cũ,535 Triệu,Hà Nội,Mã: 5260950,2023.0,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,Sedan,Xăng,Xám,5 chỗ,4 cửa
Lexus RX 350 AWD - 2010, Xe cũ,929 Triệu,Hà Nội,Mã: 5300007,2010.0,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Toyota Land Cruiser VX 4.6 V8 - 2014, Xe cũ,1 Tỷ 930 Triệu,Hà Nội,Mã: 5419018,2014.0,Xe đã dùng,"12,000 Km",Nhập khẩu,SUV,Xăng,Đen,8 chỗ,5 cửa
VinFast Fadil 1.4 AT Premium - 2020, Xe cũ,345 Triệu,Hà Nội,Mã: 5360224,2020.0,Xe đã dùng,"16,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Đỏ,5 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.2L HTRAC - 2021, Xe cũ,965 Triệu,Hà Nội,Mã: 5408768,2021.0,Xe đã dùng,"31,000 Km",Lắp ráp trong nước,SUV,Dầu,Xanh,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x4 AT - 2021, Xe cũ,1 Tỷ 65 Triệu,TP HCM,Mã: 5418594,2021.0,Xe đã dùng,"17,282 Km",Nhập khẩu,SUV,Dầu,Xanh,7 chỗ,5 cửa
Toyota Fortuner TRD Sportivo 4x2 AT - 2016, Xe cũ,568 Triệu,Hà Nội,Mã: 5250447,2016.0,Xe đã dùng,"37,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Mitsubishi Outlander 2.0 CVT - 2018, Xe cũ,588 Triệu,Hà Nội,Mã: 5231673,2018.0,Xe đã dùng,"65,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x4 AT - 2022, Xe cũ,1 Tỷ 120 Triệu,Hà Nội,Mã: 5349589,2022.0,Xe đã dùng,"34,000 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
LandRover Range Rover Autobiography 5.0 - 2010, Xe cũ,868 Triệu,Hà Nội,Mã: 5109878,2010.0,Xe đã dùng,"120,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x4 AT - 2021, Xe cũ,1 Tỷ 40 Triệu,Hà Nội,Mã: 5304547,2021.0,Xe đã dùng,"44,000 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Mitsubishi Pajero Sport 2.4D 4x2 AT - 2019, Xe cũ,785 Triệu,Hà Nội,Mã: 5304499,2019.0,Xe đã dùng,"71,000 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Nissan Navara Pro-4X 2.3 AT 4WD - 2022, Xe cũ,790 Triệu,Hà Nội,Mã: 5347296,2022.0,Xe đã dùng,"7,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu,Xám,5 chỗ,4 cửa
Honda CRV L - 2019, Xe cũ,785 Triệu,Hà Nội,Mã: 5209048,2019.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Honda CRV L - 2022, Xe cũ,895 Triệu,Hà Nội,Mã: 5261380,2022.0,Xe đã dùng,"10,500 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Honda CRV L - 2021, Xe cũ,895 Triệu,Hà Nội,Mã: 5238527,2021.0,Xe đã dùng,"11,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Audi Q7 3.0 AT - 2012, Xe cũ,625 Triệu,Hà Nội,Mã: 5304978,2012.0,Xe đã dùng,"120,000 Km",Nhập khẩu,SUV,Xăng,Xám,7 chỗ,5 cửa
Ford F150 Harley Davidson - 2018, Xe cũ,5 Tỷ 900 Triệu,TP HCM,Mã: 4800781,2018.0,Xe đã dùng,"15,000 Km",Nhập khẩu,Bán tải / Pickup,Xăng,Đen,5 chỗ,4 cửa
LandRover Range Rover Autobiography LWB 5.0 - 2013, Xe cũ,3 Tỷ 80 Triệu,Hà Nội,Mã: 5106951,2013.0,Xe đã dùng,"69,390 Km",Nhập khẩu,SUV,Xăng,Đen,4 chỗ,5 cửa
Toyota Alphard Luxury Executive Lounge - 2021, Xe cũ,3 Tỷ 639 Triệu,Hà Nội,Mã: 5260783,2021.0,Xe đã dùng,"40,000 Km",Nhập khẩu,Van/Minivan,Xăng,Trắng,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2023, Xe cũ,1 Tỷ 299 Triệu,Hà Nội,Mã: 5414229,2023.0,Xe đã dùng,"9,182 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
LandRover Range Rover HSE 3.0 - 2015, Xe cũ,3 Tỷ 80 Triệu,Hà Nội,Mã: 5106954,2015.0,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Xăng,Trắng,5 chỗ,5 cửa
VinFast Lux A 2.0 Premium 2.0 AT - 2021, Xe cũ,699 Triệu,TP HCM,Mã: 5417991,2021.0,Xe đã dùng,"8,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Mazda 6 2.5 AT - 2014, Xe cũ,419 Triệu,Hà Nội,Mã: 4867202,2014.0,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
VinFast Lux A 2.0 2.0 AT - 2021, Xe cũ,598 Triệu,Hà Nội,Mã: 5415061,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mitsubishi Xpander Cross 1.5 AT - 2021, Xe cũ,505 Triệu,Hà Nội,Mã: 5108797,2021.0,Xe đã dùng,"13,000 Km",Nhập khẩu,SUV,Xăng,Cam,7 chỗ,5 cửa
Lexus GX 470 - 2008, Xe cũ,990 Triệu,TP HCM,Mã: 5163338,2008.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Vàng,7 chỗ,5 cửa
Mercedes Benz E class E300 AMG - 2017, Xe cũ,1 Tỷ 360 Triệu,Hà Nội,Mã: 5411283,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus GX 470 - 2006, Xe cũ,685 Triệu,Hà Nội,Mã: 5107755,2006.0,Xe đã dùng,"170,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Ford Explorer Limited 2.3L EcoBoost - 2018, Xe cũ,1 Tỷ 90 Triệu,Hà Nội,Mã: 5317980,2018.0,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Vios 1.5E CVT - 2020, Xe cũ,428 Triệu,Hà Nội,Mã: 5364243,2020.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Toyota Land Cruiser VX 4.6 V8 - 2015, Xe cũ,2 Tỷ 688 Triệu,Hà Nội,Mã: 5412654,2015.0,Xe đã dùng,"120,000 Km",Nhập khẩu,SUV,Xăng,Đen,8 chỗ,5 cửa
Mercedes Benz S class S450L - 2020, Xe cũ,2 Tỷ 679 Triệu,TP HCM,Mã: 5402528,2020.0,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz GLC 200 4Matic - 2023, Xe cũ,2 Tỷ 150 Triệu,TP HCM,Mã: 5400357,2023.0,Xe đã dùng,"2,200 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2022, Xe cũ,2 Tỷ 150 Triệu,TP HCM,Mã: 5036170,2022.0,Xe đã dùng,20 Km,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2023, Xe cũ,2 Tỷ 650 Triệu,TP HCM,Mã: 5224776,2023.0,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Vios E 1.5 MT - 2023, Xe cũ,450 Triệu,TP HCM,Mã: 5413287,2023.0,Xe đã dùng,"7,623 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Honda City 1.5TOP - 2018, Xe cũ,385 Triệu,Hà Nội,Mã: 5373533,2018.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2017, Xe cũ,438 Triệu,Hà Nội,Mã: 5373240,2017.0,Xe đã dùng,6 Km,Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Lexus GX 470 - 2008, Xe cũ,850 Triệu,Hà Nội,Mã: 5104818,2008.0,Xe đã dùng,"120,000 Km",Nhập khẩu,SUV,Xăng,Cát,7 chỗ,5 cửa
Toyota Vios E CVT - 2022, Xe cũ,460 Triệu,Hà Nội,Mã: 5285018,2022.0,Xe đã dùng,"19,000 Km",Lắp ráp trong nước,Sedan,Xăng,Vàng,5 chỗ,4 cửa
Lexus RX 300 - 2021, Xe cũ,2 Tỷ 950 Triệu,Hà Nội,Mã: 5382735,2021.0,Xe đã dùng,"28,000 Km",Nhập khẩu,SUV,Xăng,Đen,5 chỗ,5 cửa
Toyota Corolla Cross 1.8V - 2022, Xe cũ,800 Triệu,Hà Nội,Mã: 5371463,2022.0,Xe đã dùng,"27,000 Km",Nhập khẩu,SUV,Xăng,Đỏ,5 chỗ,5 cửa
Renault Megane 1.6 AT - 2016, Xe cũ,580 Triệu,TP HCM,Mã: 5101153,2016.0,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Xăng,Nâu,5 chỗ,5 cửa
Kia Sorento GATH - 2017, Xe cũ,555 Triệu,Hà Nội,Mã: 5326032,2017.0,Xe đã dùng,"82,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
Toyota Vios 1.5G - 2017, Xe cũ,475 Triệu,Hà Nội,Mã: 2758424,2017.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Bạc,5 chỗ,4 cửa
Toyota Innova 2.0G - 2018, Xe cũ,585 Triệu,Hà Nội,Mã: 5396099,2018.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đồng,8 chỗ,5 cửa
Toyota Land Cruiser VX 4.6 V8 - 2011, Xe cũ,1 Tỷ 790 Triệu,TP HCM,Mã: 5101143,2011.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,8 chỗ,5 cửa
Toyota Innova E 2.0 MT - 2021, Xe cũ,630 Triệu,Hà Nội,Mã: 5388985,2021.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Crossover,Xăng,Cát,8 chỗ,5 cửa
Mazda CX5 Premium 2.0 AT - 2021, Xe cũ,789 Triệu,Hà Nội,Mã: 5409807,2021.0,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,SUV,Xăng,Trắng,5 chỗ,5 cửa
Toyota Prado VX 2.7L - 2019, Xe cũ,1 Tỷ 950 Triệu,Hà Nội,Mã: 5408367,2019.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Ford F150 Limited - 2019, Xe cũ,4 Tỷ 580 Triệu,TP HCM,Mã: 4663615,2019.0,Xe đã dùng,"12,000 Km",Nhập khẩu,Bán tải / Pickup,Xăng,Trắng,5 chỗ,4 cửa
Hyundai Tucson 2.0 AT Tiêu chuẩn - 2021, Xe cũ,770 Triệu,Hà Nội,Mã: 5401257,2021.0,Xe đã dùng,"15,000 Km",Lắp ráp trong nước,Crossover,Xăng,Đỏ,5 chỗ,5 cửa
Lexus RX 450h - 2015, Xe cũ,2 Tỷ 220 Triệu,TP HCM,Mã: 5101138,2015.0,Xe đã dùng,"57,000 Km",Nhập khẩu,SUV,Hybrid,Đen,5 chỗ,5 cửa
Kia Morning Si AT - 2016, Xe cũ,365 Triệu,Hà Nội,Mã: 2571669,2016.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Kia Morning EX MTH - 2013, Xe cũ,220 Triệu,Hà Nội,Mã: 2587279,2013.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 3.0 I6 AWD - 2023, Xe cũ,12 Tỷ 350 Triệu,Hà Nội,Mã: 5456020,2023.0,Xe đã dùng,"4,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Toyota Zace GL - 2005, Xe cũ,138 Triệu,Hà Nội,Mã: 5432998,2005.0,Xe đã dùng,"168,886 Km",Lắp ráp trong nước,SUV,Xăng,Xanh,8 chỗ,5 cửa
Toyota Innova 2.0E - 2015, Xe cũ,348 Triệu,Hà Nội,Mã: 5427807,2015.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng,Bạc,8 chỗ,5 cửa
Jaguar XJ series XJL 5.0 Supercharged - 2010, Xe cũ,950 Triệu,Hà Nội,Mã: 5372802,2010.0,Xe đã dùng,"120,000 Km",Nhập khẩu,Sedan,Xăng,Xám,5 chỗ,4 cửa
BMW 5 Series 520i - 2018, Xe cũ,1 Tỷ 195 Triệu,Hà Nội,Mã: 5319832,2018.0,Xe đã dùng,"46,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
Hyundai i10 Grand 1.2 AT - 2019, Xe cũ,325 Triệu,Hà Nội,Mã: 5421480,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Kia Carens S SX 2.0 AT - 2014, Xe cũ,378 Triệu,Hà Nội,Mã: 5286755,2014.0,Xe đã dùng,"100,000 Km",Lắp ráp trong nước,Crossover,Xăng,Cát,7 chỗ,5 cửa
Mercedes Benz GLC 300 4Matic - 2020, Xe cũ,1 Tỷ 699 Triệu,Hà Nội,Mã: 5419653,2020.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,5 chỗ,5 cửa
VinFast Lux A 2.0 2.0 AT - 2021, Xe cũ,668 Triệu,Hà Nội,Mã: 5420626,2021.0,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Toyota Innova J - 2008, Xe cũ,150 Triệu,TP HCM,Mã: 5448080,2008.0,Xe đã dùng,"200,000 Km",Lắp ráp trong nước,Crossover,Xăng,Bạc,8 chỗ,5 cửa
VinFast Lux A 2.0 2.0 AT - 2021, Xe cũ,595 Triệu,Hà Nội,Mã: 5143743,2021.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Xăng,Đỏ,5 chỗ,4 cửa
Audi Q7 3.6 AT - 2008, Xe cũ,376 Triệu,Hà Nội,Mã: 5140647,2008.0,Xe đã dùng,"140,000 Km",Nhập khẩu,SUV,Xăng,Đen,7 chỗ,5 cửa
Hyundai Starex Van 2.5 MT - 2006, Xe cũ,130 Triệu,Hà Nội,Mã: 5445779,2006.0,Xe đã dùng,15 Km,Nhập khẩu,Van/Minivan,Dầu,Đen,6 chỗ,4 cửa
Chevrolet Captiva LT 2.4 MT - 2008, Xe cũ,156 Triệu,Hà Nội,Mã: 5417112,2008.0,Xe đã dùng,"16,789 Km",Lắp ráp trong nước,SUV,Xăng,Vàng,7 chỗ,5 cửa
Mercedes Benz C class C240 Avantgarde - 2004, Xe cũ,175 Triệu,Hà Nội,Mã: 5411381,2004.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Kia Morning S AT - 2014, Xe cũ,255 Triệu,Hà Nội,Mã: 5445084,2014.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Hatchback,Xăng,Trắng,5 chỗ,5 cửa
Honda CRV 2.4 AT - 2013, Xe cũ,455 Triệu,Hà Nội,Mã: 5444177,,,,,,,,,
Toyota Camry LE 2.5 - 2009, Xe cũ,505 Triệu,Hà Nội,Mã: 5428558,2009.0,Xe đã dùng,"80,000 Km",Nhập khẩu,Sedan,Xăng,Đen,5 chỗ,4 cửa
VinFast Lux SA 2.0 2.0 AT - 2019, Xe cũ,709 Triệu,Hà Nội,Mã: 5475101,2019.0,Xe đã dùng,"33,000 Km",Lắp ráp trong nước,SUV,Xăng,Đen,7 chỗ,5 cửa
LandRover Range Rover Autobiography LWB 3.0 V6 - 2019, Xe cũ,6 Tỷ 790 Triệu,Hà Nội,Mã: 5265480,2019.0,Xe đã dùng,"32,000 Km",Nhập khẩu,SUV,Xăng,Trắng,4 chỗ,5 cửa
Toyota Vios G 1.5 CVT - 2022, Xe cũ,490 Triệu,TP HCM,Mã: 5455620,2022.0,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
BMW 5 Series 520i Luxury - 2021, Xe cũ,1 Tỷ 779 Triệu,Hà Nội,Mã: 5464403,2021.0,Xe đã dùng,"21,000 Km",Nhập khẩu,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Mercedes Benz GLB 200 AMG - 2020, Xe cũ,1 Tỷ 395 Triệu,Hà Nội,Mã: 5475988,2020.0,Xe đã dùng,"29,000 Km",Nhập khẩu,SUV,Xăng,Trắng,7 chỗ,5 cửa
Kia Soul 2.0 AT - 2014, Xe cũ,460 Triệu,Hà Nội,Mã: 5474059,2014.0,Xe đã dùng,"112,000 Km",Nhập khẩu,SUV,Xăng,Kem,5 chỗ,5 cửa
Kia Carnival Signature 2.2D - 2022, Xe cũ,1 Tỷ 285 Triệu,Hà Nội,Mã: 5475510,2022.0,Xe đã dùng,"34,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu,Đỏ,7 chỗ,5 cửa
Ford Everest Titanium 2.0L 4x2 AT - 2019, Xe cũ,855 Triệu,Hà Nội,Mã: 5475567,2019.0,Xe đã dùng,"73,000 Km",Nhập khẩu,SUV,Dầu,Đen,7 chỗ,5 cửa
Mercedes Benz C class C200 - 2015, Xe cũ,595 Triệu,Hà Nội,Mã: 5426426,2015.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Sedan,Xăng,Trắng,5 chỗ,4 cửa
Toyota Camry 2.4G - 2006, Xe cũ,272 Triệu,Hà Nội,Mã: 5475363,2006.0,Xe đã dùng,"16,789 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
Toyota Camry 2.4G - 2006, Xe cũ,268 Triệu,Hà Nội,Mã: 5475744,2006.0,Xe đã dùng,"156,789 Km",Lắp ráp trong nước,Sedan,Xăng,Đen,5 chỗ,4 cửa
